TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
Connecticut,Amer,35,20,105.3,97.4,0.7109,50.0,45.2,18.6,17.9,30.2,30.5,32.3,32.6,48.4,42.8,35.4,33.2,62.5,-3.3,,,2015
East Carolina,Amer,31,12,102.2,106.1,0.39299999999999996,48.4,50.9,18.0,19.2,28.2,34.7,29.9,34.1,45.2,53.0,35.6,31.6,61.9,-10.8,,,2015
Houston,Amer,32,13,100.9,102.3,0.4593,46.5,49.1,20.5,19.9,33.6,33.7,31.5,33.2,45.2,48.4,32.0,33.7,64.6,-11.6,,,2015
Memphis,Amer,32,18,104.7,95.1,0.7509,48.4,44.4,20.2,19.2,37.0,31.6,31.6,38.7,48.1,43.8,32.8,30.4,66.6,-5.4,,,2015
South Florida,Amer,31,8,97.2,105.4,0.2812,47.3,49.1,20.9,18.8,31.3,34.8,31.6,42.5,47.7,45.4,30.9,37.4,64.4,-14.5,,,2015
Temple,Amer,37,26,104.3,92.3,0.8029,44.2,44.5,14.6,18.8,31.8,29.2,35.6,33.5,43.4,43.3,30.4,31.4,65.9,-0.4,,,2015
Tulane,Amer,30,14,97.6,101.8,0.3809,46.4,49.9,19.9,20.3,32.6,29.3,34.7,36.1,45.5,49.6,32.0,33.7,63.7,-8.9,,,2015
Tulsa,Amer,33,23,100.6,92.9,0.716,47.1,45.5,17.7,19.7,30.8,28.5,41.4,30.9,46.5,42.8,32.3,33.3,64.3,-0.4,,,2015
UCF,Amer,29,11,101.0,109.4,0.2852,49.1,51.3,19.7,15.8,30.7,36.8,35.1,27.2,47.6,50.3,34.5,35.6,64.6,-11.2,,,2015
East Carolina,Amer,32,12,102.3,104.2,0.4472,49.0,51.2,19.4,18.4,28.8,32.3,34.6,26.8,47.8,52.2,33.9,33.1,68.0,-10.6,,,2016
Houston,Amer,32,22,116.2,104.6,0.7703,52.2,47.3,15.4,18.4,35.8,33.3,34.4,36.0,52.1,48.3,34.8,30.3,67.3,-1.2,,,2016
Memphis,Amer,34,19,105.9,96.4,0.7464,46.1,44.9,16.4,18.9,32.4,29.6,41.9,38.4,45.1,44.6,32.4,30.5,74.4,-5.6,,,2016
SMU,Amer,30,25,117.2,97.1,0.8974,55.3,46.6,18.8,18.3,41.2,28.5,33.8,30.4,52.5,44.6,42.0,33.1,66.6,3.6,,,2016
South Florida,Amer,33,8,97.6,103.8,0.3312,45.4,47.2,21.9,14.3,34.6,32.5,33.0,35.6,46.2,46.9,28.6,31.9,67.7,-14.8,,,2016
Tulane,Amer,34,13,96.8,99.9,0.4118,45.4,48.4,19.5,18.4,32.1,29.8,31.3,36.2,45.5,46.4,30.1,35.2,68.5,-11.1,,,2016
UCF,Amer,30,12,99.9,102.1,0.4376,49.2,47.1,21.3,13.4,31.3,30.5,37.2,25.1,50.1,46.4,31.8,32.3,68.6,-10.1,,,2016
Connecticut,Amer,32,16,105.6,98.3,0.6937,48.5,45.6,18.7,16.1,29.9,30.5,34.5,32.0,46.1,43.0,35.4,33.0,66.1,-5.6,,,2017
East Carolina,Amer,33,15,96.6,97.1,0.4843,45.8,44.7,20.8,17.0,30.7,31.1,37.4,27.2,44.5,42.6,32.0,32.5,68.3,-8.4,,,2017
Houston,Amer,32,22,112.8,98.1,0.8333,51.7,47.1,14.9,20.7,31.8,30.7,28.6,36.8,47.7,45.7,39.4,32.9,66.6,-0.9,,,2017
Memphis,Amer,32,19,105.8,100.5,0.6442,48.9,48.8,16.3,19.3,31.6,30.6,36.7,33.2,51.1,47.7,29.5,33.7,70.0,-3.4,,,2017
South Florida,Amer,30,7,96.5,106.2,0.2504,47.7,51.0,23.5,19.1,30.6,34.0,30.7,40.1,45.9,45.1,34.6,39.6,70.1,-14.7,,,2017
Temple,Amer,32,16,107.9,102.4,0.6461,49.7,49.1,16.6,18.3,27.5,32.2,26.4,32.1,47.0,47.7,35.6,34.3,68.7,-5.8,,,2017
Tulane,Amer,31,6,103.3,106.5,0.4129,46.4,53.7,18.8,19.7,29.3,32.5,34.3,40.8,45.2,51.9,32.4,38.1,72.0,-15.5,,,2017
Tulsa,Amer,32,15,103.7,102.3,0.5395,48.9,50.4,21.8,18.4,29.5,28.3,42.8,33.1,47.2,48.2,34.3,35.9,69.6,-6.2,,,2017
UCF,Amer,36,24,103.8,92.1,0.7975,50.4,42.7,22.0,14.7,32.6,25.5,39.9,22.3,48.9,39.9,35.2,31.3,67.1,-1.8,,,2017
Connecticut,Amer,32,14,104.1,105.8,0.4549,47.5,51.1,18.5,18.3,29.4,32.7,32.4,33.9,46.6,48.5,32.6,36.4,68.1,-7.0,,,2018
East Carolina,Amer,30,10,96.2,108.7,0.1968,48.3,51.5,20.6,17.3,27.8,32.5,28.7,31.1,49.6,50.6,30.5,35.3,70.1,-13.5,,,2018
Memphis,Amer,34,21,107.6,106.0,0.5439,50.7,50.8,20.4,18.9,35.1,33.7,43.6,32.4,52.3,47.6,31.7,37.0,67.4,-4.4,,,2018
SMU,Amer,33,17,107.6,99.8,0.7041,52.0,49.5,18.0,21.7,32.7,31.7,30.5,30.6,48.7,48.6,37.9,33.8,65.4,-6.3,,,2018
South Florida,Amer,32,10,98.9,107.6,0.2749,48.0,51.1,21.4,16.5,28.8,30.6,33.1,32.6,44.8,52.0,36.1,33.0,65.8,-14.9,,,2018
Temple,Amer,33,17,107.4,99.3,0.7113,49.3,49.8,15.9,18.7,27.7,32.4,25.6,31.5,47.2,50.5,35.0,32.4,68.4,-3.3,,,2018
Tulane,Amer,31,14,105.4,106.2,0.4774,51.5,50.5,18.8,17.2,27.5,30.0,34.5,34.6,50.9,49.8,35.0,34.5,70.3,-8.7,,,2018
Tulsa,Amer,31,19,108.5,101.4,0.6853,50.7,49.5,18.6,17.9,32.0,29.6,41.6,25.3,49.7,47.9,34.7,34.4,68.8,-4.1,,,2018
UCF,Amer,32,19,97.4,93.5,0.6165,47.8,45.7,20.7,18.9,28.5,28.6,43.1,26.2,47.1,43.7,32.9,33.1,65.8,-3.4,,,2018
Florida Gulf Coast,ASun,30,19,99.4,102.0,0.4261,48.2,45.3,17.7,17.3,34.4,32.1,33.1,34.6,47.0,45.8,33.9,29.6,64.8,-5.1,,,2015
Jacksonville,ASun,29,7,95.6,114.9,0.1067,46.6,54.5,18.6,19.1,27.7,33.8,39.3,38.8,43.1,54.1,35.8,36.8,64.0,-17.6,,,2015
Kennesaw St.,ASun,30,8,91.3,113.1,0.0782,45.3,50.7,21.3,16.2,29.6,35.1,29.8,35.7,44.1,51.1,31.5,33.4,66.1,-16.8,,,2015
Lipscomb,ASun,28,11,98.0,110.6,0.1987,48.1,54.1,18.7,17.8,29.2,29.4,39.7,47.0,47.5,51.8,32.6,38.3,68.2,-12.0,,,2015
Northern Kentucky,ASun,28,11,102.4,108.7,0.3348,51.2,50.6,17.8,16.6,28.5,30.0,30.0,45.3,51.9,49.2,33.4,35.5,64.1,-12.1,,,2015
Stetson,ASun,28,6,93.9,114.3,0.0942,48.1,51.6,18.3,16.4,26.1,35.1,34.1,31.5,48.3,49.1,31.8,37.1,66.3,-17.8,,,2015
USC Upstate,ASun,32,20,102.0,103.1,0.4677,49.5,47.1,16.9,20.3,35.2,33.5,30.4,30.3,49.2,46.6,33.2,31.9,63.6,-6.8,,,2015
Jacksonville,ASun,28,12,100.3,108.4,0.2895,49.7,53.6,15.4,17.4,27.0,26.1,31.4,33.5,45.0,52.7,38.9,36.6,71.3,-11.7,,,2016
Kennesaw St.,ASun,29,9,100.7,107.9,0.3109,48.7,53.2,18.5,18.0,28.3,34.6,33.5,39.0,47.2,54.0,35.1,34.5,69.7,-13.0,,,2016
Lipscomb,ASun,31,10,101.5,109.1,0.3032,51.5,52.9,18.6,17.7,26.9,30.2,34.7,35.8,50.5,51.1,35.2,37.0,73.9,-16.0,,,2016
NJIT,ASun,34,19,100.7,104.6,0.3919,51.8,51.3,18.2,19.2,26.8,31.1,33.7,35.7,51.1,50.6,35.1,34.9,69.9,-8.8,,,2016
North Florida,ASun,31,19,113.5,113.1,0.5103,57.9,51.8,15.3,14.4,24.1,33.4,28.7,27.1,54.7,51.8,40.9,34.6,71.3,-5.1,,,2016
Stetson,ASun,30,8,103.0,113.7,0.2436,51.2,54.5,16.8,15.7,25.2,32.9,33.8,30.8,49.4,54.7,36.2,35.9,71.4,-16.6,,,2016
USC Upstate,ASun,28,7,100.0,114.3,0.1782,50.1,54.6,20.2,15.1,33.1,31.9,30.9,36.6,48.4,53.1,35.7,38.1,67.2,-16.2,,,2016
Jacksonville,ASun,29,17,100.3,111.2,0.2332,53.8,56.6,18.5,20.9,26.3,28.5,34.6,36.8,50.4,56.5,38.8,37.8,69.2,-11.8,,,2017
Kennesaw St.,ASun,30,14,100.9,109.3,0.2848,51.3,53.8,18.9,17.5,31.1,28.5,30.6,36.2,47.7,52.8,41.2,37.3,70.6,-13.0,,,2017
Lipscomb,ASun,30,20,106.3,106.3,0.4995,55.0,52.0,20.1,20.3,28.3,30.9,41.2,44.2,55.7,50.9,36.0,36.0,75.7,-8.1,,,2017
NJIT,ASun,29,11,98.0,109.3,0.2211,48.7,55.2,19.7,18.4,30.5,25.2,33.3,36.3,47.7,53.7,33.4,38.4,69.5,-14.6,,,2017
North Florida,ASun,30,15,100.7,108.6,0.2957,51.3,52.7,22.2,16.7,33.3,31.8,34.9,35.0,50.7,51.6,34.7,36.6,71.1,-12.1,,,2017
Stetson,ASun,29,11,99.3,114.2,0.1659,49.9,52.9,14.9,15.1,21.1,33.0,32.6,32.2,49.9,52.6,33.4,35.6,73.9,-16.3,,,2017
USC Upstate,ASun,29,17,102.1,111.5,0.2665,52.4,50.7,17.9,14.5,30.2,30.2,31.9,29.9,52.8,51.2,34.6,33.2,69.6,-10.5,,,2017
Florida Gulf Coast,ASun,32,23,105.8,103.2,0.5707,55.3,49.9,19.5,18.9,31.3,26.7,33.4,35.1,54.9,49.2,37.3,34.0,72.2,-6.4,,,2018
Jacksonville,ASun,29,15,93.6,107.9,0.1636,49.0,51.9,19.2,17.8,25.9,29.7,30.0,28.4,48.8,53.3,33.0,33.0,69.7,-13.1,,,2018
Kennesaw St.,ASun,28,10,98.3,111.9,0.1845,49.4,54.2,19.2,18.8,29.6,33.6,35.0,32.9,47.5,56.8,36.9,32.8,69.5,-14.5,,,2018
NJIT,ASun,28,14,99.1,105.0,0.341,49.8,53.0,18.5,20.3,30.0,28.6,32.9,33.7,48.1,51.9,35.3,36.9,68.4,-11.5,,,2018
North Florida,ASun,30,14,107.1,117.9,0.2496,53.6,54.0,19.3,13.7,25.0,35.0,27.7,23.5,51.5,54.3,37.5,35.4,75.1,-10.9,,,2018
Stetson,ASun,28,12,97.8,111.3,0.1841,48.9,54.6,14.9,18.5,23.2,27.5,25.0,37.0,48.7,53.6,32.9,37.4,71.0,-16.1,,,2018
USC Upstate,ASun,28,7,105.1,123.0,0.1413,50.1,59.5,16.1,15.0,27.0,30.8,21.6,36.1,49.3,56.7,34.1,43.1,70.1,-19.5,,,2018
Illinois,B10,33,19,107.1,94.4,0.8103,47.6,48.0,15.2,19.7,30.2,28.0,31.2,30.4,44.4,47.3,35.5,32.9,65.6,-0.6,,,2015
Michigan,B10,31,15,110.9,97.1,0.8226,49.4,50.9,15.6,19.4,25.5,31.2,26.6,26.7,47.0,50.8,35.3,34.0,60.2,-2.4,,,2015
Minnesota,B10,32,17,111.2,97.6,0.8176,52.1,50.8,17.7,24.2,30.0,33.4,32.9,34.5,50.1,48.3,37.2,36.8,68.1,-2.4,,,2015
Nebraska,B10,31,13,98.5,93.2,0.6543,46.2,46.8,19.4,20.6,26.7,30.3,36.5,38.5,48.0,44.7,28.4,33.4,63.7,-5.3,,,2015
Northwestern,B10,32,15,105.7,100.8,0.6322,50.4,48.4,18.1,15.5,27.6,30.9,28.6,32.8,48.3,43.8,35.9,37.7,60.6,-4.2,,,2015
Penn St.,B10,34,18,103.9,93.9,0.7617,48.0,45.3,18.2,17.8,29.7,31.0,34.7,41.5,46.8,43.6,33.4,32.6,65.9,-3.6,,,2015
Rutgers,B10,32,10,96.4,98.0,0.4539,43.6,49.8,20.1,18.1,30.5,31.4,32.6,32.0,43.3,49.3,29.5,33.7,65.4,-8.7,,,2015
Illinois,B10,34,15,105.5,102.0,0.5959,50.2,53.6,14.9,19.0,21.5,28.1,30.5,26.5,47.5,51.0,36.3,38.6,69.0,-7.2,,,2016
Minnesota,B10,31,8,99.6,102.9,0.4079,45.9,51.7,16.5,17.8,26.5,29.2,37.1,34.2,45.6,48.7,31.0,38.2,69.4,-12.8,,,2016
Nebraska,B10,34,16,109.0,100.7,0.7133,50.3,50.1,17.4,19.7,31.8,28.1,32.6,39.7,49.4,47.5,34.7,36.7,68.2,-5.5,,,2016
Northwestern,B10,32,20,109.8,99.2,0.7618,52.5,46.5,15.8,16.4,30.5,28.3,28.4,35.0,51.6,43.4,35.8,34.5,64.5,-2.0,,,2016
Ohio St.,B10,35,21,105.6,96.7,0.735,49.4,46.6,18.8,17.1,30.2,29.1,36.0,30.4,49.0,44.5,33.4,33.4,68.5,-1.1,,,2016
Penn St.,B10,32,16,101.3,99.7,0.5465,46.6,48.8,16.9,17.6,28.7,29.4,34.5,42.5,45.9,45.5,31.7,36.6,67.0,-4.8,,,2016
Rutgers,B10,31,6,97.5,106.7,0.261,45.8,52.0,18.9,16.1,25.3,35.9,34.5,29.7,44.9,49.9,32.2,37.4,71.4,-14.0,,,2016
Illinois,B10,34,20,105.1,95.3,0.7555,50.6,49.9,18.3,18.5,28.6,26.3,32.5,30.1,48.5,49.6,36.1,33.7,68.1,-1.5,,,2017
Indiana,B10,34,18,115.4,99.9,0.8408,55.2,48.7,21.4,15.7,36.4,28.0,34.1,36.8,54.1,47.7,38.0,33.7,69.7,-1.1,,,2017
Iowa,B10,34,19,112.6,101.0,0.779,52.5,51.0,18.6,19.1,31.8,32.3,34.9,27.5,49.9,49.5,37.9,35.8,72.8,-1.8,,,2017
Nebraska,B10,30,12,104.6,98.4,0.6679999999999999,46.0,52.0,18.6,19.3,33.7,29.9,30.0,33.3,45.3,47.5,31.8,40.7,69.5,-5.4,,,2017
Ohio St.,B10,32,17,111.2,99.4,0.7844,52.2,48.9,19.2,17.5,29.7,28.8,38.1,29.4,51.6,45.7,35.6,35.6,69.4,-3.1,,,2017
Penn St.,B10,33,15,103.4,96.8,0.6811,47.2,49.2,17.9,20.3,26.6,30.6,32.8,31.2,45.4,46.5,33.9,36.3,72.1,-4.9,,,2017
Rutgers,B10,32,15,100.8,98.2,0.5757,44.7,47.5,19.7,18.9,37.5,30.1,31.2,31.2,44.5,46.6,30.2,32.7,67.9,-5.7,,,2017
Illinois,B10,31,14,110.7,101.7,0.727,49.8,53.3,18.8,23.2,34.0,31.3,33.1,47.9,49.8,54.1,33.2,34.5,71.2,-6.5,,,2018
Indiana,B10,31,16,108.8,98.0,0.7685,51.1,50.8,18.2,19.7,31.8,29.5,36.4,32.2,52.5,48.4,32.2,36.7,67.8,-2.9,,,2018
Iowa,B10,33,14,116.1,106.9,0.7202,54.3,53.1,18.7,15.5,34.1,28.0,35.4,28.1,53.3,51.2,37.5,37.6,71.4,-5.7,,,2018
Maryland,B10,31,19,113.9,97.8,0.853,54.3,47.5,20.4,16.3,31.4,28.2,37.9,24.0,53.9,45.6,36.8,33.8,67.5,-0.6,,,2018
Minnesota,B10,32,15,108.3,101.8,0.6706,48.7,50.5,15.5,16.0,30.0,29.5,35.1,27.1,47.1,47.3,34.6,37.5,71.2,-5.0,,,2018
Nebraska,B10,33,22,110.4,96.1,0.8325,49.1,47.0,16.0,18.3,30.1,34.0,37.6,26.5,47.6,46.5,34.6,32.2,68.7,1.9,,,2018
Northwestern,B10,31,15,109.0,99.0,0.7512,49.5,51.0,17.8,19.0,29.4,27.7,29.1,37.0,47.1,48.9,35.4,36.2,65.5,-4.2,,,2018
Penn St.,B10,39,26,115.0,93.6,0.9148,52.6,48.3,17.3,19.5,31.7,28.2,31.5,32.1,49.8,46.7,38.7,34.2,68.7,-0.5,,,2018
Rutgers,B10,33,15,98.1,95.0,0.589,43.6,48.0,17.2,20.5,33.3,29.1,30.5,30.8,43.4,47.6,29.6,32.5,67.2,-6.8,,,2018
Wisconsin,B10,33,15,108.7,98.3,0.7618,50.9,51.2,16.8,18.4,28.4,27.7,32.7,30.2,51.2,50.6,33.5,35.0,63.9,-3.8,,,2018
Kansas St.,B12,32,15,104.6,96.2,0.7242,47.8,49.7,20.9,20.2,34.0,31.4,46.0,41.0,46.9,49.5,33.5,33.5,62.7,-2.6,,,2015
TCU,B12,33,18,107.6,94.2,0.821,47.9,44.1,18.4,20.0,37.5,33.4,46.5,48.0,47.5,42.2,32.7,33.5,64.1,-2.6,,,2015
Texas Tech,B12,32,13,101.4,98.4,0.5857,45.7,49.2,21.8,20.1,34.6,32.6,46.1,36.5,44.5,48.2,32.3,33.9,62.4,-6.2,,,2015
Kansas St.,B12,33,17,108.5,93.8,0.8431,47.6,49.0,20.3,20.8,37.0,31.0,42.5,40.4,48.7,50.4,30.0,31.0,67.6,-1.3,,,2016
Oklahoma St.,B12,32,10,105.7,97.0,0.7298,48.3,47.1,19.1,17.5,28.8,32.3,38.3,40.9,47.8,44.7,32.8,34.2,65.1,-6.7,,,2016
TCU,B12,33,12,100.1,97.0,0.5873,45.7,50.9,20.7,21.1,29.3,31.5,45.6,41.4,43.7,50.2,33.5,34.8,70.3,-6.7,,,2016
Oklahoma,B12,31,11,107.0,94.5,0.8062,47.4,50.0,19.0,18.5,30.8,29.8,36.7,33.5,45.7,47.1,34.3,36.5,71.4,-4.5,,,2017
TCU,B12,38,24,114.0,97.1,0.8635,52.7,50.4,18.8,18.7,34.1,29.3,32.2,30.9,52.2,48.3,35.7,36.3,68.1,0.2,,,2017
Texas,B12,33,11,103.5,93.6,0.7608,48.8,48.1,19.6,18.3,28.4,31.2,34.5,30.0,51.3,47.7,29.2,32.5,69.0,-5.7,,,2017
Texas Tech,B12,32,18,111.3,96.7,0.8348,52.9,50.8,16.5,20.3,30.0,25.7,35.6,35.6,51.9,48.9,36.7,35.5,65.2,-1.1,,,2017
Baylor,B12,33,19,110.5,95.5,0.843,51.8,47.7,19.8,17.2,35.5,29.7,32.2,30.2,51.3,46.2,35.4,33.4,67.6,0.1,,,2018
Iowa St.,B12,31,13,110.2,101.3,0.7249,49.9,51.0,17.0,16.4,29.5,30.6,29.8,26.5,47.9,51.0,35.8,33.9,70.1,-4.3,,,2018
Oklahoma St.,B12,36,21,112.7,96.8,0.852,49.8,50.0,18.1,20.3,34.2,31.1,32.2,35.6,48.3,47.5,34.8,36.7,70.0,0.1,,,2018
Creighton,BE,33,14,109.6,99.8,0.745,49.4,50.5,18.4,17.1,31.3,28.1,36.3,33.4,47.6,46.9,34.6,38.0,63.1,-5.8,,,2015
DePaul,BE,32,12,107.5,103.8,0.5972,50.7,50.8,19.8,18.8,27.4,35.5,36.5,48.7,49.2,52.7,35.2,31.2,67.7,-7.4,,,2015
Marquette,BE,32,13,104.0,95.6,0.7237,49.8,49.2,19.3,21.0,29.0,36.4,35.8,30.3,48.8,46.4,34.4,36.0,64.3,-4.7,,,2015
Seton Hall,BE,31,16,107.7,98.6,0.7353,48.2,47.7,18.7,18.0,34.7,33.2,38.1,38.0,46.0,49.0,35.0,30.0,66.2,-2.3,,,2015
Creighton,BE,35,20,112.8,96.3,0.8604,53.8,49.0,16.1,17.5,27.3,26.1,37.5,33.5,54.5,47.5,35.2,34.6,71.3,-1.8,,,2016
DePaul,BE,31,9,103.9,104.1,0.4935,49.4,51.4,21.5,17.8,30.7,29.9,36.5,44.8,48.6,49.2,34.3,36.4,68.1,-9.3,,,2016
Georgetown,BE,33,15,111.3,98.0,0.8118,51.2,46.6,19.1,16.3,28.3,28.4,37.9,49.3,51.4,44.1,33.9,34.9,68.9,-4.2,,,2016
Marquette,BE,33,20,108.9,98.5,0.7601,52.0,48.7,20.0,19.0,28.1,30.7,40.5,28.0,52.4,47.2,33.9,34.3,71.3,-1.0,,,2016
St. John's,BE,31,7,96.3,100.6,0.3775,45.4,51.1,20.9,20.1,27.5,30.9,38.0,43.3,44.1,49.1,32.0,36.6,72.9,-11.2,,,2016
DePaul,BE,32,9,102.9,103.1,0.4937,48.1,53.8,20.4,20.0,29.9,30.0,35.6,40.2,47.7,53.6,32.6,36.1,69.1,-10.8,,,2017
Georgetown,BE,32,14,107.5,96.4,0.777,52.0,47.4,20.1,17.3,29.0,30.5,42.6,38.8,51.8,46.8,34.9,32.4,70.3,-4.6,,,2017
St. John's,BE,33,14,108.5,102.2,0.6651,50.3,52.4,17.7,20.5,27.4,32.8,36.2,39.3,47.5,50.5,36.4,37.4,74.5,-5.1,,,2017
DePaul,BE,31,11,103.8,96.0,0.7111,47.9,52.0,19.4,20.2,32.9,28.1,29.4,32.3,48.5,49.2,31.0,37.1,71.0,-6.7,,,2018
Georgetown,BE,30,15,111.5,100.4,0.7688,51.8,50.8,20.7,17.0,31.3,26.0,38.3,28.3,50.1,49.9,36.6,34.8,71.4,-3.5,,,2018
Marquette,BE,35,21,120.1,103.8,0.8434,56.8,53.8,17.3,18.1,27.6,29.6,28.8,38.9,52.2,53.8,41.7,35.9,70.4,1.0,,,2018
St. John's,BE,32,16,106.0,95.1,0.7764,49.2,50.3,16.4,22.2,23.6,32.0,30.4,34.4,48.8,46.0,33.3,37.4,70.5,-3.0,,,2018
Idaho,BSky,28,11,104.7,110.8,0.3432,53.4,53.6,17.5,15.4,30.7,27.0,38.6,41.5,49.2,53.0,41.0,36.3,67.9,-13.0,,,2015
Idaho St.,BSky,28,5,96.2,109.9,0.1767,48.1,52.0,18.7,18.7,29.9,32.2,37.0,34.8,46.6,49.3,34.9,37.0,63.9,-19.2,,,2015
Montana,BSky,31,18,104.5,104.2,0.5063,53.7,51.3,18.0,19.9,27.6,28.7,33.3,43.6,52.9,49.4,36.6,36.1,62.5,-7.1,,,2015
Montana St.,BSky,29,6,94.7,107.8,0.1838,46.9,53.0,20.6,17.0,29.1,28.2,28.7,44.8,42.4,50.4,35.6,39.4,66.2,-17.9,,,2015
North Dakota,BSky,28,6,96.1,109.0,0.1904,48.4,53.2,17.9,18.1,24.7,29.0,38.5,42.3,47.8,51.2,33.1,38.6,68.0,-16.2,,,2015
Northern Arizona,BSky,37,22,100.1,101.7,0.4547,46.1,48.6,17.7,16.7,35.3,26.8,36.4,38.4,42.9,49.1,34.8,31.7,65.2,-8.6,,,2015
Northern Colorado,BSky,28,13,107.5,115.6,0.3007,53.0,55.7,16.2,20.0,33.6,34.3,35.1,40.4,51.4,52.9,37.5,40.2,63.5,-10.8,,,2015
Portland St.,BSky,27,13,100.9,107.9,0.3144,48.7,52.7,16.4,17.5,27.6,32.1,37.2,31.4,45.5,50.2,37.3,38.5,66.2,-9.9,,,2015
Sacramento St.,BSky,31,19,105.9,110.9,0.3714,53.9,53.8,16.6,19.6,27.2,33.3,35.5,32.3,50.9,54.7,40.8,34.8,62.7,-6.8,,,2015
Southern Utah,BSky,28,9,96.8,109.4,0.1963,52.3,51.5,20.1,15.7,22.6,29.3,38.7,50.6,48.4,49.6,39.7,37.2,68.0,-14.8,,,2015
Weber St.,BSky,28,11,98.1,105.2,0.3086,48.0,50.8,20.5,16.6,28.8,30.2,46.0,31.5,45.0,49.6,34.9,35.9,63.2,-11.9,,,2015
Eastern Washington,BSky,32,16,111.6,112.9,0.4674,56.4,54.0,16.1,15.9,26.7,29.2,35.9,37.9,55.4,53.3,38.4,37.4,69.4,-10.7,,,2016
Idaho,BSky,32,19,98.3,102.8,0.3743,48.7,49.5,22.7,18.9,34.4,25.3,44.6,41.7,46.1,48.1,36.3,34.3,66.7,-7.6,,,2016
Idaho St.,BSky,29,14,98.4,107.8,0.2612,50.1,51.7,18.3,17.4,24.7,28.4,38.5,35.4,48.0,52.2,35.7,34.0,71.0,-10.9,,,2016
Montana,BSky,30,18,105.5,104.2,0.5345,53.4,49.5,18.3,18.7,28.4,24.9,36.8,45.3,51.8,49.5,37.3,33.0,66.1,-5.7,,,2016
Montana St.,BSky,30,13,106.4,111.6,0.3654,50.8,53.9,17.3,16.9,33.0,27.5,30.7,46.3,47.2,53.4,37.2,36.5,69.3,-12.3,,,2016
North Dakota,BSky,30,14,99.4,101.4,0.4438,50.6,51.2,18.1,19.6,23.8,25.9,39.3,38.6,48.7,51.0,36.7,34.4,72.4,-10.5,,,2016
Northern Arizona,BSky,28,3,92.6,112.9,0.0926,45.2,56.2,18.1,17.5,22.3,29.6,36.1,34.3,42.3,53.9,33.4,39.9,71.2,-18.8,,,2016
Northern Colorado,BSky,29,8,101.0,117.3,0.1513,50.7,55.9,19.9,17.7,29.2,29.8,43.4,48.4,48.8,54.4,36.4,38.8,69.6,-16.0,,,2016
Portland St.,BSky,29,11,102.0,109.5,0.307,51.2,53.3,17.4,19.1,28.7,30.7,33.9,32.8,52.7,51.4,31.5,38.3,72.8,-13.9,,,2016
Sacramento St.,BSky,29,12,96.8,108.1,0.2178,49.3,50.1,16.7,17.6,26.3,31.2,34.9,37.9,49.2,50.9,33.1,32.5,69.3,-12.9,,,2016
Southern Utah,BSky,28,4,97.3,117.8,0.1001,49.3,57.7,18.8,17.4,23.9,31.2,35.4,45.0,46.5,55.0,36.4,42.2,68.8,-18.6,,,2016
Eastern Washington,BSky,32,22,108.6,110.0,0.4632,54.2,51.2,17.1,14.5,27.3,27.8,34.8,36.9,53.7,48.2,36.8,37.7,67.8,-5.8,,,2017
Idaho,BSky,31,19,101.3,105.3,0.3925,49.9,49.0,18.7,17.7,30.3,25.9,39.9,43.0,47.0,46.6,36.4,34.7,67.6,-9.3,,,2017
Idaho St.,BSky,30,6,97.6,114.3,0.1391,50.2,56.5,19.3,18.2,22.0,32.4,38.1,34.2,48.2,54.3,35.6,39.9,70.3,-20.1,,,2017
Montana,BSky,32,16,104.9,107.3,0.4375,51.2,52.0,15.6,18.2,28.0,26.8,33.0,44.4,49.9,52.1,35.7,34.5,68.2,-10.8,,,2017
Montana St.,BSky,30,16,101.8,108.2,0.3316,51.2,52.3,16.6,18.4,27.2,27.7,36.3,50.6,47.7,50.1,37.2,37.2,70.9,-12.2,,,2017
Northern Arizona,BSky,31,9,94.4,109.4,0.1556,46.7,52.9,20.4,16.7,31.3,26.9,33.2,32.8,46.1,54.2,31.7,33.9,70.9,-19.1,,,2017
Northern Colorado,BSky,27,11,97.2,105.4,0.2841,51.0,52.2,20.3,18.2,27.4,25.4,34.4,34.5,50.6,52.0,34.3,35.0,70.1,-12.6,,,2017
Portland St.,BSky,28,15,102.9,110.8,0.2979,52.5,56.0,16.1,22.2,25.7,31.3,38.1,36.8,53.9,56.2,33.4,37.2,73.6,-12.0,,,2017
Sacramento St.,BSky,29,13,100.1,111.4,0.2263,49.8,52.3,16.8,15.8,27.4,29.3,37.3,33.1,51.1,49.5,31.0,38.5,67.0,-13.8,,,2017
Southern Utah,BSky,31,6,100.5,118.5,0.1311,47.7,56.6,18.4,16.7,29.4,29.4,40.3,51.3,43.0,54.2,36.3,40.2,72.7,-22.9,,,2017
Weber St.,BSky,32,20,107.1,109.0,0.4495,56.0,50.6,16.9,16.5,21.4,30.3,42.9,29.5,53.0,49.8,40.3,35.2,68.0,-8.7,,,2017
Eastern Washington,BSky,33,20,107.4,103.3,0.6107,54.0,51.0,16.8,16.9,21.6,25.0,28.0,35.4,52.0,49.6,37.9,35.8,67.9,-7.1,,,2018
